field_id,latitude,longitude,yield_bushels_per_acre,soil_ph,organic_matter_percent,rainfall_inches,avg_temperature_f,year,ndvi
field_023,41.978905520555124,-93.04923398453117,107.2575544135963,5.825868854162859,4.719063155284208,30.609379715353864,72.4543947418433,2023,0.25487358999864107
field_024,42.9713009082212,-93.49152175994172,133.6685182642445,5.6411374948008595,2.333592446918454,33.76653602658345,69.31659546229679,2023,0.4372350070626407
field_025,41.484110543023,-92.32959621262495,153.32767769129597,6.784838556412631,3.4778753128725777,29.03482866212397,66.27580302795563,2023,0.5729768221541865
field_026,42.34427109481176,-91.19153567751766,115.47019267733091,5.553022621083244,2.034060934302257,26.340152284506406,67.83775905798724,2023,0.3115799018196658
field_027,42.52323923065744,-91.91191060997508,161.27094055037017,6.671551162546926,3.405981925982379,25.28782676313339,68.63082296398635,2023,0.627823160943032
field_028,41.4752750879848,-92.2898164897319,131.98083930243584,7.380460482849915,2.1689098270455123,32.55137255673619,71.45917241331601,2023,0.42558198565967603
field_029,42.45643269722372,-93.70847051868769,141.2491875062017,6.650948355751758,2.3564537488042157,31.20309551353465,70.70778304668912,2023,0.4895777232571069
field_030,41.73556626543851,-92.1549783199025,131.94880163311808,6.276339852413043,2.3525787403313148,32.040797680992235,68.56096725897847,2023,0.4253607731810535
field_031,42.26461166118716,-91.0298384496872,205.56834553526812,6.786576436884706,3.9476309063481905,27.129641615089106,74.86515248792979,2023,0.9
field_032,42.267059421521786,-93.57974795429043,149.59508325786197,6.416505780983034,4.23813463779627,26.363714755867697,71.05774819356887,2023,0.547204146304285
field_033,42.07154936814952,-92.44501104290879,118.26867213132299,6.59123357863187,3.750106295291479,25.145446656678818,67.37226791735995,2023,0.33090273614484916
field_034,41.180579540108816,-91.36788078421614,174.67634736309566,7.38292961755305,4.886517645423625,28.50587558806597,66.01782472620404,2023,0.7203843032213748
field_035,42.67060499117848,-91.77769414673739,113.37469050086933,6.272205275601548,3.124611738571112,30.89917686854633,66.52859139184332,2023,0.29711095822028827
field_036,41.64156012994347,-91.90895277701419,156.26590785014267,7.422381127647828,2.857136258845582,28.92244045099732,67.45957728384508,2023,0.5932646018224137
field_037,41.37303702079971,-91.89254774803867,91.20989628360672,7.3107012839121275,4.605797384568381,29.37474922023729,66.60681373259555,2023,0.14406833148204642
field_038,41.08155028310953,-92.92152654634073,110.15441853304708,5.891582269578593,2.670787515558358,34.041586944937485,66.86567024051305,2023,0.2748757470138965
field_039,42.18178588637648,-93.11922446720652,155.9058370760737,5.638722601750331,4.889667618321834,28.482554670233004,67.85095168693847,2023,0.5907783988586042
field_040,42.355128723684565,-91.57191653356446,172.1539973998623,5.701556002754853,2.0364634240694492,30.139894891598107,66.73373595294755,2023,0.7029680772847636
field_041,41.033175657855715,-91.56965981596245,155.1410484356991,5.5364436513031,4.909636480122917,32.83653012741143,73.96765424626425,2023,0.585497715389351
field_042,42.024186116598564,-91.39878304425969,146.5305515283528,5.688885921511857,2.1294797358517283,28.9654278232127,65.80233745661643,2023,0.5260442843624359
field_043,41.45299155039588,-91.26027834233058,140.96688913232134,6.866013546832714,4.673429341094213,31.220867002278734,70.24511389570254,2023,0.48762852019936165
field_044,42.2903455808189,-92.46597280341719,105.64434028897718,5.642377296920458,3.5831033272588995,33.62363708746745,69.10396826989661,2023,0.24373473056674716
field_045,41.34873285800998,-92.49545111593841,128.40467374815873,6.137951260587522,4.978894388357901,34.49520623657642,74.82378616908606,2023,0.4008894139753817
field_046,42.38187547620493,-91.60511446309968,136.18083687120637,7.189750621938909,2.221389694206197,26.47073480929038,66.12038902168052,2023,0.4545819688726154
field_047,41.77347069260107,-92.05010820766671,181.71366678656747,5.546543871471652,3.6615628532039626,34.26587625161494,68.97855599045742,2023,0.768975318288204
field_048,42.873459977473466,-91.89409936822689,160.30854868705384,7.128936965177871,4.907907606857297,29.921162930795383,74.69470433275369,2023,0.6211780742677527
field_049,41.27504188829199,-91.6126219916917,97.10879533911799,6.0637095495468,3.5692935325104465,27.582443882989583,73.6550712589398,2023,0.18479882496057654
field_050,41.68213270210052,-91.3299839745473,159.72251908184384,5.7363296552433125,3.8881959144057876,29.591357562382612,73.1707207094928,2023,0.6171316793746361
field_051,41.22694704248118,-92.9860145294454,138.4475315875105,6.893474330728301,4.087246066953852,34.800325752854775,67.5790282704494,2023,0.47023295619947725
field_052,42.84938723655713,-92.87325114208016,129.69233999082124,6.757885693559768,3.3636231943033197,29.926180939928695,66.70887587390065,2023,0.40978044279376563
field_053,42.754678706761965,-93.7180541804774,168.35028866522603,7.254944027054106,3.8826742402521903,28.28751610287508,71.68643219924431,2023,0.6767043741170369
field_054,41.51588325543031,-92.26515957701147,180.92998567487854,6.970142087607772,3.7529429357693007,31.334008543167258,74.29375989127585,2023,0.7635641868027327
field_055,42.31996809206836,-93.89217317860977,177.93840357348597,7.106961860769697,4.703474031472966,27.401456187781932,70.56762893013929,2023,0.7429080246740698
field_056,42.63444440040243,-92.60320594560262,124.82347430332084,6.0640691451426125,2.1363391410243735,25.758633281086638,70.716126894699,2023,0.3761620844753105
field_057,42.110401623198925,-92.37206609587727,140.72362872446357,5.854879087559445,2.842889568776691,26.288797219106492,67.79979093660285,2023,0.48594886500224843
field_058,42.05930115671201,-93.14037624361515,159.93790294210692,7.001229503281717,4.851234452229676,26.280458389577724,72.69492933191937,2023,0.6186188536478812
field_059,41.4837045818009,-92.22750021829297,179.26635381367078,7.113669478534528,4.670791351672749,26.519026935122945,66.87043748557524,2023,0.7520772049039173
field_060,41.1862055356118,-93.90849925018286,135.6247728646413,7.481010284001346,3.3669702583571386,26.3882717264941,68.23679236404243,2023,0.45074247930347566
field_061,42.79443151590665,-93.88795543375235,144.43023070008547,6.325235353822853,3.8603977934046103,31.408747448032145,69.25436438616417,2023,0.5115420691196378
field_062,42.800836114326664,-91.53219831802103,116.80995077981916,6.244036171585567,2.832143548943398,26.818800843991447,70.07610378684456,2023,0.3208306125273227
field_063,42.26620291454653,-92.9194280757662,114.11380127757988,7.0528259214839935,2.564363479171284,28.45667283323863,67.42409732415081,2023,0.3022143421547182
field_064,41.678059582097404,-93.61881846204435,174.37577467182595,6.181607080506035,3.3910952148199467,33.967884099060115,66.14836824739203,2023,0.7183089203530838
field_065,41.69841914922532,-92.43327021983559,190.68720085712468,7.36151465120713,3.0600566840781585,29.739616402628723,71.10620042441633,2023,0.8309354344896704
field_066,42.45191135774048,-91.69001934070417,147.83969635258998,7.216825503686024,3.750968335552616,31.67557738521027,67.88630553240256,2023,0.5350836176726451
field_067,42.79422051990515,-93.35253691750947,180.10598693676073,6.357988054750036,2.2332039108949546,26.7231987120163,70.81238221422612,2023,0.757874671706205
field_068,42.774172848530235,-92.131328572543,160.84908075142903,7.001742135582995,4.923184422998499,26.922890188086708,66.54362715274202,2023,0.6249103194741528
field_069,42.55975109171525,-93.7439576050187,130.6464073618463,7.0090857481693645,4.958632233438808,25.40868616266479,69.81140101854817,2023,0.41636805083179573
field_070,42.28406329230857,-93.84495483649418,160.8418681652524,5.706247737671865,4.094485142059235,26.689350630721645,70.32589432551586,2023,0.6248605182838858
field_071,41.1682799299901,-92.40593610529555,196.1410969939791,7.305105813359133,3.608289099032361,27.785903390319586,65.51823536822427,2023,0.8685932887679507
field_072,41.32325742818923,-92.37809463516967,148.92521882670147,6.510504744895714,2.928582848858983,26.770104842767466,68.3660427819392,2023,0.5425788918986529
field_073,42.79710837705416,-92.08771029550537,196.9393096744202,7.1529149322154835,4.4413850591208455,25.887025337570556,66.34414676938974,2023,0.8741047572757585
field_074,42.21285811931918,-91.82172599883202,80.0,6.140099202061224,4.054193517661638,26.206358711006008,65.63374970472768,2023,0.1
field_075,41.01839410323326,-91.07244376161239,174.6570751312567,7.291046456992401,2.4878508180346737,29.607787680327256,74.89960232389946,2023,0.7202512330491534
field_076,41.202943085732066,-92.45109895509641,152.61141204714514,6.278403357468326,4.732781553481527,27.063337184057925,68.22353844974722,2023,0.568031178420764
field_077,42.32700353821611,-93.03113058117626,141.02977948602398,5.521675302960597,4.467611728769507,28.642698610480753,73.09874445854635,2023,0.4880627631177846
field_078,41.010123167692434,-91.61444141569389,152.75282329606506,7.310763952838528,4.849399739875772,30.034172708548567,67.54640654763764,2023,0.5690075894252111
field_079,41.321616102834994,-93.18750324621378,90.37293256197322,5.682573353572267,4.17715852516508,31.903948286293655,71.8150272222393,2023,0.1382892962612436
field_080,42.09746757873317,-92.68308573788309,143.40984336487463,6.13862727518083,3.8402455878073694,25.39312139841099,72.60227859889686,2023,0.5044965375193725
field_081,42.38379039538539,-93.76463085597321,160.71337714535238,7.40012393410161,3.2547291088718566,32.994103989090426,70.95638740607845,2023,0.6239733183845759
field_082,42.3039225190052,-93.92394776975362,194.33682134224549,7.401214293875112,4.798185450062039,31.279003894909078,69.71576188550158,2023,0.8561351949821712
field_083,41.44853861892112,-91.11205475596623,134.45189345179057,6.646875776246572,4.598191668501225,25.81759031948872,69.11840914147268,2023,0.4426440262147444
field_084,42.42435844269507,-91.49205963846339,125.74519191320437,6.763674424339598,2.135656010318568,33.73578624106777,68.48868266542995,2023,0.3825263251149825
field_085,41.4744981749936,-91.9120773817189,134.9472886924639,6.396891043956639,2.079100923491756,34.20872400531813,74.29529144247826,2023,0.446064612400346
field_086,41.65079939631853,-92.77314116675718,177.46206353106223,6.0864215433961295,3.129390100634149,25.61077959854864,73.3061940778773,2023,0.7396190100954297
field_087,42.49298281023605,-93.48011703978746,159.86253328979052,6.157329090739832,4.431659992345499,27.768776481472038,74.65026910666512,2023,0.6180984441437917
field_088,42.29926579809443,-93.53068887198674,134.10719388698882,6.845036912154077,4.961828387944833,33.06201279793061,66.24297223485544,2023,0.4402639577911133
field_089,42.69844682098836,-93.24927130550621,165.39802299340067,7.00474905887536,2.4512506733105845,32.48259690383658,72.30867475203644,2023,0.6563196825734808
field_090,42.315225784600685,-92.35232000588164,152.9123264804412,7.083158087451697,3.7823921460564054,26.845210193563773,74.38340456821038,2023,0.5701089209363798
field_091,42.13661720667094,-91.85621223189982,179.05934971598668,7.079236285589108,3.1426725698930644,27.093493233367102,66.8123306616566,2023,0.7506478908960985
field_092,41.18734953565618,-92.0194078698468,128.93840718367943,5.68241220609738,4.909743193443809,28.70472102791382,65.66496267366777,2023,0.40457471626826275
field_093,41.735431606118865,-93.16019830916217,140.17013560206695,6.4888406094051625,4.526356769407126,29.84522985191021,72.41120649290059,2023,0.48212712677617653
field_094,41.53040473536345,-91.13540415801042,138.2367554060353,5.615117520033289,4.514986114133413,31.18254771530296,70.74473113179911,2023,0.4687775968511959
field_095,41.48797928675817,-91.78630924991269,106.09455155603644,6.599057764647471,3.406079479384911,28.689136395697723,73.41828776758273,2023,0.24684333217263255
field_096,42.94602110950489,-92.3369378424658,158.88360831193728,6.383061002746754,3.2444585070129954,29.62534716133148,66.3977237662629,2023,0.6113392002490908
field_097,41.78619544933352,-92.16483776129694,157.83165816539668,7.2754083655166,2.8202212157921185,32.47470938133756,72.95267311859891,2023,0.6040757349515485
field_098,42.78409311035423,-92.74119981271663,150.15340369927384,6.201830025104157,2.1691264899527813,25.36683202890598,67.01627320047744,2023,0.5510592160187955
field_099,42.262277251994526,-93.25680703149652,142.9623859987456,5.734134032855212,4.594167128765159,27.524369443440207,66.63655942865705,2023,0.5014069509437196
